channel,most_probable_adc,threshold_1_delta,threshold_2_delta
5884,2038,4,4
5885,2056,4,4
5886,2058,4,4
5887,2037,4,4
5888,2056,4,4
5889,2064,4,5
5890,2056,4,4
5891,2042,12,12
5892,2054,5,6
5893,2060,6,6
5894,2072,4,5
5895,2073,4,5
5896,2072,4,5
5897,2073,4,4
5898,2078,4,5
5899,2076,4,5
5900,2071,4,5
5901,2072,4,5
5902,2075,5,5
5903,2067,5,5
5904,2062,5,5
5905,2070,5,6
5906,2074,5,6
5907,2066,5,6
5908,2078,5,5
5909,2076,5,5
5910,2072,5,5
5911,2073,5,5
5912,2068,4,5
5913,2078,4,5
5914,2076,4,5
5915,2077,5,5
5916,2075,4,5
5917,2077,4,5
5918,2074,4,5
5919,2074,4,5
5920,2080,4,5
5921,2080,4,5
5922,2071,4,5
5923,2066,4,5
5924,2073,4,5
5925,2072,4,5
5926,2072,4,5
5927,2074,4,5
5928,2073,4,5
5929,2080,4,5
5930,2085,4,4
5931,2076,4,4
5932,2067,4,5
5933,2078,4,5
5934,2073,4,4
5935,2074,4,4
5936,2084,4,5
5937,2068,4,4
5938,2078,4,4
5939,2069,4,5
5940,2068,4,4
5941,2076,4,4
5942,2075,4,4
5943,2078,4,4
5944,2066,4,5
5945,2070,4,5
5946,2085,4,4
5947,2076,4,4
5948,2085,4,4
5949,2067,4,4
5950,2083,4,4
5951,2071,4,4
5952,2076,4,4
5953,2071,4,4
5954,2080,4,5
5955,2068,4,4
5956,2083,4,4
5957,2081,4,5
5958,2000,4,5
5959,2002,4,4
5960,2011,4,5
5961,2007,4,5
5962,2009,4,4
5963,2001,4,4
5964,2001,4,4
5965,1999,4,4
5966,2007,4,5
5967,2005,4,5
5968,2004,4,4
5969,1999,4,4
5970,2007,4,4
5971,1994,4,4
5972,2014,4,4
5973,2014,4,5
5974,2003,4,4
5975,2018,4,4
5976,2011,4,4
5977,2007,4,4
5978,2014,4,4
5979,2009,4,4
5980,2003,4,4
5981,2009,4,4
5982,2007,4,5
5983,2015,4,4
5984,2007,4,4
5985,2014,4,4
5986,2011,4,4
5987,2016,4,4
5988,2002,4,4
5989,2007,4,5
5990,2002,4,5
5991,2005,4,5
5992,2009,4,5
5993,2013,4,4
5994,2006,4,5
5995,2001,4,5
5996,2006,4,5
5997,2004,4,5
5998,2010,4,5
5999,2007,4,5
6000,2005,4,5
6001,2009,4,5
6002,2009,4,5
6003,2002,4,5
6004,2013,4,5
6005,2012,4,5
6006,2008,4,5
6007,2000,4,5
6008,2017,4,5
6009,2009,4,5
6010,2010,4,5
6011,2005,4,5
6012,2006,4,5
6013,2007,5,5
6014,2009,5,5
6015,2003,4,5
6016,2010,4,5
6017,2010,4,5
6018,2005,4,5
6019,2006,4,5
6020,2010,4,5
6021,2007,4,5
6022,2024,4,5
6023,2033,4,5
6024,2022,4,5
6025,2033,4,5
6026,2010,4,5
6027,2023,4,5
6028,2018,4,5
6029,2025,4,5
6030,2030,4,5
6031,2022,4,5
6032,2020,4,5
6033,2020,4,5
6034,2017,4,5
6035,2025,4,5
6036,2023,5,5
6037,2017,4,5
6038,2023,4,5
6039,2027,4,5
6040,2017,5,6
6041,2026,4,5
6042,2024,4,5
6043,2024,4,5
6044,2020,5,5
6045,2023,4,5
6046,2022,4,5
6047,2028,4,5
6048,2028,4,5
6049,2022,4,5
6050,2027,4,5
6051,2025,4,5
6052,2019,4,5
6053,2026,4,5
6054,2031,5,5
6055,2022,4,5
6056,2025,5,5
6057,2021,5,5
6058,2027,5,5
6059,2030,5,5
6060,2025,5,6
6061,2018,5,6
6062,2029,5,5
6063,2019,4,5
6064,2027,4,5
6065,2022,4,5
6066,2020,4,5
6067,2030,4,5
6068,2025,4,5
6069,2015,5,5
6070,2025,4,5
6071,2022,4,5
6072,2030,4,5
6073,2030,4,5
6074,2018,4,5
6075,2021,4,5
6076,2029,4,5
6077,2023,5,6
6078,2026,5,5
6079,2029,4,5
6080,2024,5,5
6081,2022,4,5
6082,2026,5,5
6083,2027,4,5
6084,2027,5,5
6085,2027,5,5
6086,2036,4,5
6087,2037,4,5
6088,2031,5,5
6089,2029,4,5
6090,2021,5,5
6091,2019,4,5
6092,2025,4,5
6093,2031,5,6
6094,2026,5,5
6095,2030,4,5
6096,2029,4,5
6097,2029,4,5
6098,2025,4,5
6099,2028,4,5
6100,2029,4,5
6101,2022,4,5
6102,2029,5,6
6103,2023,5,6
6104,2033,5,6
6105,2024,5,6
6106,2025,5,6
6107,2034,5,6
6108,2031,5,6
6109,2023,5,6
6110,2025,5,6
6111,2028,5,6
6112,2031,5,6
6113,2025,5,6
6114,2031,5,6
6115,2034,5,6
6116,2030,5,6
6117,2028,5,6
6118,2031,5,6
6119,2030,5,5
6120,2023,5,6
6121,2034,5,5
6122,2031,5,6
6123,2017,5,5
6124,2027,5,6
6125,2029,4,5
6126,2028,5,6
6127,2025,5,6
6128,2023,5,6
6129,2031,5,6
6130,2027,5,6
6131,2022,5,6
6132,2026,5,6
6133,2023,5,6
6134,2021,5,6
6135,2027,5,6
6136,2024,5,6
6137,2019,5,6
6138,2025,5,6
6139,2031,5,6
6140,2025,5,6
6141,2021,5,6
6142,2035,5,6
6143,2023,5,6
6144,2025,5,6
6145,2029,5,6
6146,2028,5,6
6147,2025,5,6
6148,2033,5,6
6149,2023,5,7
6150,2025,5,6
6151,2027,5,6
6152,2021,5,6
6153,2025,5,6
6154,2031,5,6
6155,2018,5,6
6156,2022,5,6
6157,2025,5,6
6158,2025,5,6
6159,2020,5,6
6160,2019,5,6
6161,2024,5,6
6162,2027,5,6
6163,2029,5,6
6164,2027,5,6
6165,2027,5,6
6166,2029,5,6
6167,2018,5,6
6168,2025,5,6
6169,2021,5,6
6170,2021,5,6
6171,2020,5,6
6172,2017,5,6
6173,2033,5,6
6174,2026,5,6
6175,2029,5,6
6176,2018,5,6
6177,2034,5,6
6178,2029,5,6
6179,2031,5,6
6180,2018,5,6
6181,2031,5,6
6182,2026,5,6
6183,2017,5,6
6184,2025,5,6
6185,2023,5,6
6186,2015,5,6
6187,2022,5,6
6188,2030,5,6
6189,2018,5,6
6190,2024,5,6
6191,2019,5,6
6192,2021,5,6
6193,2025,5,6
6194,2015,5,6
6195,2022,5,6
6196,2027,5,6
6197,2018,5,6
6198,2021,5,6
6199,2018,5,6
6200,2026,5,6
6201,2018,5,6
6202,2030,5,6
6203,2031,5,7
6204,2021,5,6
6205,2021,5,6
6206,2021,5,6
6207,2014,5,6
6208,2027,5,6
6209,2022,5,6
6210,2022,5,7
6211,2025,5,6
6212,2035,5,7
6213,2021,5,7
6214,2022,5,7
6215,2025,5,7
6216,2018,5,6
6217,2029,5,7
6218,2025,5,6
6219,2027,5,7
6220,2031,6,7
6221,2029,5,6
6222,2026,5,6
6223,2020,5,6
6224,2027,5,7
6225,2030,5,7
6226,2029,5,7
6227,2024,5,6
6228,2025,5,6
6229,2022,5,7
6230,2029,5,6
6231,2028,5,6
6232,2023,5,6
6233,2025,5,6
6234,2019,5,6
6235,2031,5,6
6236,2030,5,6
6237,2031,6,7
6238,2027,5,6
6239,2031,5,6
6240,2027,5,6
6241,2030,5,6
6242,2029,5,7
6243,2019,5,7
6244,2010,5,6
6245,2026,5,7
6246,2027,5,6
6247,2025,5,6
6248,2031,5,6
6249,2022,5,7
6250,2036,5,7
6251,2021,5,6
6252,2027,5,7
6253,2031,5,6
6254,2026,5,6
6255,2017,5,6
6256,2025,5,6
6257,2025,5,6
6258,2036,5,6
6259,2021,5,6
6260,2020,5,6
6261,2033,5,7
6262,2035,5,7
6263,2022,5,7
6264,2023,5,7
6265,2027,5,7
6266,2023,5,7
6267,2014,5,7
6268,2027,5,7
6269,2023,5,7
6270,2023,5,7
6271,2017,6,7
6272,2023,5,7
6273,2025,6,7
6274,2029,5,7
6275,2036,6,7
6276,2031,6,7
6277,2031,6,7
6278,2037,6,8
6279,2037,6,7
6280,2031,6,7
6281,2029,5,7
6282,2029,6,7
6283,2033,6,7
6284,2029,6,7
6285,2022,5,7
6286,2029,6,7
6287,2025,5,7
6288,2027,5,7
6289,2033,6,7
6290,2030,5,7
6291,2023,5,7
6292,2023,5,7
6293,2027,5,7
6294,2025,6,7
6295,2034,6,7
6296,2031,5,7
6297,2023,6,7
6298,2031,6,8
6299,2027,5,7
6300,2027,6,7
6301,2029,6,7
6302,2031,6,7
6303,2031,6,7
6304,2030,5,7
6305,2026,5,7
6306,2030,6,7
6307,2033,6,7
6308,2028,6,7
6309,2026,5,7
6310,2033,5,7
6311,2027,5,7
6312,2034,5,7
6313,2033,5,7
6314,2035,5,7
6315,2021,5,7
6316,2022,5,7
6317,2029,5,7
6318,2021,5,7
6319,2025,5,7
6320,2025,5,7
6321,2031,5,7
6322,2031,5,7
6323,2029,5,7
6324,2029,5,7
6325,2031,6,7
6326,2042,6,8
6327,2031,5,7
6328,2023,5,7
6329,2025,5,7
6330,2033,6,7
6331,2031,5,7
6332,2022,5,7
6333,2031,6,7
6334,2024,5,7
6335,2023,6,7
6336,2035,6,7
6337,2027,5,7
6338,2028,5,7
6339,2035,6,7
6340,2023,6,7
6341,2033,5,7
6342,2052,6,8
6343,2053,6,7
6344,2054,6,7
6345,2039,6,7
6346,2059,6,7
6347,2053,5,7
6348,2053,6,7
6349,2054,6,7
6350,2052,10,12
6351,2041,6,8
6352,2053,6,7
6353,2042,6,8
6354,2053,6,7
6355,2056,6,7
6356,2052,6,8
6357,2052,6,10
6358,2055,5,7
6359,2052,6,8
6360,2056,6,7
6361,2062,6,7
6362,2041,6,8
6363,2054,6,7
6364,2059,5,7
6365,2060,6,7
6366,2060,6,7
6367,2041,6,9
6368,2039,6,8
6369,2056,6,8
6370,2061,6,7
6371,2052,6,8
6372,2052,9,11
6373,2042,6,8
6374,2053,6,8
6375,2062,6,8
6376,2052,6,8
6377,2040,6,8
6378,2035,6,8
6379,2054,6,8
6380,2053,6,8
6381,2052,6,8
6382,2054,6,8
6383,2039,6,8
6384,2051,11,12
6385,2041,6,8
6386,2057,6,8
6387,2041,6,8
6388,2062,6,8
6389,2041,6,9
6390,2052,9,12
6391,2052,6,8
6392,2052,6,8
6393,2034,6,8
6394,2041,6,9
6395,2056,6,8
6396,2058,6,8
6397,2062,6,8
6398,2056,6,8
6399,2036,6,8
6400,2054,6,8
6401,2061,6,8
6402,2057,6,8
6403,2056,6,8
6404,2040,6,8
6405,2056,6,9
6406,2056,6,8
6407,2057,6,8
6408,2062,6,8
6409,2054,6,8
6410,2062,6,8
6411,2065,6,8
6412,2064,6,8
6413,2064,6,8
6414,2052,7,9
6415,2064,6,8
6416,2061,6,8
6417,2059,6,8
6418,2062,6,8
6419,2066,6,8
6420,2062,6,8
6421,2066,6,8
6422,2064,7,9
6423,2060,6,8
6424,2056,7,9
6425,2059,6,8
6426,2061,6,8
6427,2068,6,8
6428,2068,6,8
6429,2062,6,8
6430,2066,6,8
6431,2062,6,8
6432,2064,6,9
6433,2064,6,8
6434,2058,6,9
6435,2059,6,8
6436,2057,6,8
6437,2060,6,8
6438,2054,6,8
6439,2062,6,8
6440,2064,6,8
6441,2066,6,8
6442,2062,6,8
6443,2060,6,8
6444,2062,6,8
6445,2059,6,8
6446,2056,6,8
6447,2059,6,8
6448,2073,6,8
6449,2062,6,8
6450,2060,6,8
6451,2060,6,8
6452,2061,6,8
6453,2062,6,8
6454,2059,6,8
6455,2054,6,8
6456,2058,6,8
6457,2037,6,8
6458,2064,6,8
6459,2068,6,8
6460,2065,6,8
6461,2061,6,8
6462,2064,6,8
6463,2058,6,8
6464,2069,6,8
6465,2052,6,8
6466,2042,6,9
6467,2066,6,8
6468,2054,6,8
6469,2059,6,8
6470,2028,6,8
6471,2024,6,8
6472,2015,7,8
6473,2025,6,8
6474,2029,6,8
6475,2021,6,8
6476,2025,6,8
6477,2031,7,8
6478,2029,6,8
6479,2020,6,8
6480,2029,7,8
6481,2022,6,8
6482,2027,6,8
6483,2018,6,8
6484,2019,6,8
6485,2025,6,8
6486,2033,6,8
6487,2019,6,8
6488,2028,6,8
6489,2023,6,8
6490,2029,6,8
6491,2024,6,8
6492,2033,6,8
6493,2023,6,8
6494,2022,6,8
6495,2021,6,8
6496,2022,6,8
6497,2025,6,8
6498,2027,6,8
6499,2028,6,8
6500,2025,6,8
6501,2023,6,8
6502,2024,6,8
6503,2024,6,8
6504,2020,6,8
6505,2020,6,8
6506,2027,6,8
6507,2029,6,9
6508,2015,6,8
6509,2031,6,8
6510,2031,7,9
6511,2020,6,8
6512,2011,6,8
6513,2031,6,8
6514,2033,6,8
6515,2023,6,8
6516,2029,6,8
6517,2022,6,8
6518,2018,6,8
6519,2024,6,8
6520,2027,6,8
6521,2031,6,8
6522,2029,6,8
6523,2021,6,8
6524,2026,6,8
6525,2023,7,9
6526,2029,6,8
6527,2025,6,9
6528,2029,6,8
6529,2021,6,8
6530,2025,6,9
6531,2033,6,8
6532,2021,6,8
6533,2021,7,9
6534,2029,7,9
6535,2035,7,9
6536,2033,7,9
6537,2033,7,9
6538,2031,7,9
6539,2030,6,9
6540,2028,7,9
6541,2031,6,9
6542,2036,7,9
6543,2023,6,9
6544,2035,7,9
6545,2029,6,9
6546,2033,6,9
6547,2029,6,9
6548,2027,7,9
6549,2026,6,9
6550,2033,6,9
6551,2027,7,9
6552,2038,6,8
6553,2027,6,9
6554,2031,7,9
6555,2034,6,9
6556,2027,6,9
6557,2030,6,8
6558,2035,6,9
6559,2028,6,9
6560,2030,6,9
6561,2027,6,9
6562,2030,6,9
6563,2031,6,8
6564,2033,6,9
6565,2027,6,8
6566,2029,7,9
6567,2033,6,9
6568,2028,6,9
6569,2035,7,9
6570,2036,6,9
6571,2031,6,9
6572,2031,6,9
6573,2029,6,8
6574,2031,6,9
6575,2029,6,9
6576,2036,6,9
6577,2037,6,9
6578,2025,6,9
6579,2026,6,9
6580,2031,6,9
6581,2031,6,9
6582,2029,6,9
6583,2031,6,9
6584,2029,6,9
6585,2035,6,9
6586,2033,7,9
6587,2031,6,9
6588,2025,6,9
6589,2039,6,9
6590,2024,6,9
6591,2033,6,9
6592,2030,6,9
6593,2036,6,9
6594,2039,6,9
6595,2029,6,9
6596,2035,6,9
6597,2028,6,9
6598,2034,6,9
6599,2035,6,9
6600,2039,6,9
6601,2037,6,9
6602,2039,6,9
6603,2033,6,9
6604,2033,6,9
6605,2042,6,9
6606,2031,6,9
6607,2036,6,9
6608,2043,7,9
6609,2041,6,9
6610,2033,6,9
6611,2035,6,9
6612,2036,6,9
6613,2041,6,9
6614,2038,6,9
6615,2026,6,9
6616,2039,7,9
6617,2055,6,9
6618,2035,6,9
6619,2037,6,9
6620,2039,6,9
6621,2054,6,9
6622,2033,6,9
6623,2056,6,9
6624,2036,6,9
6625,2038,6,9
6626,2035,6,9
6627,2041,6,9
6628,2039,6,9
6629,2053,6,9
6630,2034,6,9
6631,2039,6,9
6632,2052,6,9
6633,2038,6,9
6634,2031,6,9
6635,2033,6,9
6636,2038,6,9
6637,2052,6,9
6638,2035,6,9
6639,2036,6,9
6640,2038,6,9
6641,2033,6,9
6642,2025,6,9
6643,2031,6,9
6644,2031,7,9
6645,2057,6,9
6646,2035,7,9
6647,2034,6,9
6648,2036,6,9
6649,2037,6,9
6650,2037,7,9
6651,2037,6,9
6652,2056,6,9
6653,2027,7,9
6654,2029,7,9
6655,2043,7,10
6656,2033,7,9
6657,2037,6,9
6658,2056,6,9
6659,2042,7,9
6660,2037,7,9
6661,2039,7,9
6662,2029,7,9
6663,2025,6,9
6664,2023,7,9
6665,2027,7,9
6666,2015,7,9
6667,2018,6,9
6668,2023,6,9
6669,2017,6,9
6670,2026,6,9
6671,2017,6,8
6672,2023,6,8
6673,2031,6,9
6674,2027,6,9
6675,2024,6,9
6676,2023,6,9
6677,2023,6,9
6678,2017,6,9
6679,2020,6,9
6680,2021,6,9
6681,2022,6,9
6682,2017,6,9
6683,2021,6,9
6684,2023,6,9
6685,2029,6,9
6686,2020,6,9
6687,2023,6,9
6688,2025,6,9
6689,2021,6,8
6690,2029,6,9
6691,2023,6,9
6692,2017,6,8
6693,2021,6,9
6694,2022,6,9
6695,2029,6,9
6696,2020,6,9
6697,2027,6,9
6698,2023,6,9
6699,2026,6,9
6700,2021,6,9
6701,2017,6,9
6702,2015,6,9
6703,2020,6,9
6704,2015,6,9
6705,2031,6,9
6706,2019,6,9
6707,2023,6,8
6708,2025,6,9
6709,2025,6,9
6710,2018,6,9
6711,2029,6,9
6712,2022,6,9
6713,2018,6,9
6714,2021,6,9
6715,2028,6,9
6716,2028,6,9
6717,2013,6,9
6718,2019,6,9
6719,2021,6,9
6720,2010,6,9
6721,2022,6,9
6722,2027,6,9
6723,2019,6,9
6724,2020,6,9
6725,2020,6,9
6726,2062,6,9
6727,2069,6,9
6728,2059,6,9
6729,2066,6,9
6730,2062,6,9
6731,2064,6,9
6732,2072,6,9
6733,2077,6,9
6734,2069,6,9
6735,2061,6,9
6736,2066,6,9
6737,2066,7,9
6738,2060,7,9
6739,2067,6,9
6740,2065,6,9
6741,2064,6,9
6742,2068,6,9
6743,2068,7,9
6744,2062,6,9
6745,2060,6,9
6746,2068,7,9
6747,2064,7,9
6748,2064,7,9
6749,2064,7,9
6750,2068,6,9
6751,2064,7,9
6752,2065,6,9
6753,2067,6,9
6754,2070,6,9
6755,2060,7,9
6756,2059,6,9
6757,2074,6,9
6758,2066,7,9
6759,2066,7,9
6760,2070,6,9
6761,2067,6,9
6762,2076,7,9
6763,2060,7,9
6764,2066,7,9
6765,2072,6,9
6766,2074,6,9
6767,2061,7,9
6768,2072,6,9
6769,2067,7,9
6770,2070,7,9
6771,2066,7,9
6772,2060,7,9
6773,2066,6,9
6774,2060,7,9
6775,2072,7,9
6776,2066,7,9
6777,2070,7,9
6778,2066,7,9
6779,2068,7,9
6780,2064,7,9
6781,2062,7,9
6782,2061,7,9
6783,2059,7,9
6784,2062,7,9
6785,2069,7,9
6786,2071,7,9
6787,2074,7,9
6788,2069,7,9
6789,2069,7,10
6790,2034,7,9
6791,2028,6,9
6792,2042,13,14
6793,2053,6,9
6794,2031,7,9
6795,2034,6,9
6796,2034,6,9
6797,2033,6,9
6798,2035,6,9
6799,2041,6,9
6800,2034,6,9
6801,2031,7,9
6802,2042,6,9
6803,2039,6,9
6804,2029,6,9
6805,2031,7,9
6806,2041,6,9
6807,2031,6,9
6808,2039,6,9
6809,2052,6,9
6810,2036,6,9
6811,2035,6,9
6812,2050,12,13
6813,2030,6,9
6814,2037,6,9
6815,2031,6,9
6816,2039,6,9
6817,2028,6,9
6818,2031,6,9
6819,2031,6,9
6820,2031,7,9
6821,2035,7,10
6822,2030,8,10
6823,2031,7,10
6824,2027,7,9
6825,2029,7,9
6826,2030,7,9
6827,2014,7,9
6828,2018,7,9
6829,2029,7,9
6830,2028,7,9
6831,2022,7,9
6832,2027,7,9
6833,2023,7,9
6834,2029,7,9
6835,2029,7,9
6836,2021,7,9
6837,2037,7,9
6838,2021,7,9
6839,2036,7,9
6840,2023,6,9
6841,2015,7,9
6842,2026,7,9
6843,2029,7,9
6844,2029,7,9
6845,2021,7,9
6846,2025,7,9
6847,2023,7,9
6848,2018,7,9
6849,2024,7,9
6850,2030,7,9
6851,2025,7,9
6852,2026,7,9
6853,2021,8,10
6854,2017,6,9
6855,2013,6,8
6856,2009,6,8
6857,2007,6,8
6858,2010,6,8
6859,2009,6,8
6860,2017,6,8
6861,2013,6,8
6862,2009,6,8
6863,2012,6,8
6864,2015,6,8
6865,2011,6,8
6866,2006,6,8
6867,2005,6,8
6868,2009,6,8
6869,2013,6,8
6870,2007,6,8
6871,2023,6,8
6872,2010,6,8
6873,2012,6,8
6874,2013,6,8
6875,2012,6,8
6876,2010,6,8
6877,2010,6,8
6878,2017,6,8
6879,2011,6,8
6880,2011,6,8
6881,2013,6,8
6882,2020,6,8
6883,2024,6,8
6884,2013,6,8
6885,2015,6,8
6886,2062,6,8
6887,2064,6,8
6888,2061,6,8
6889,2069,6,8
6890,2069,6,8
6891,2064,6,8
6892,2064,6,8
6893,2056,6,8
6894,2067,6,8
6895,2062,6,8
6896,2066,6,8
6897,2064,6,8
6898,2058,6,8
6899,2067,6,8
6900,2068,6,8
6901,2057,6,8
6902,2061,6,8
6903,2069,6,8
6904,2066,6,8
6905,2066,6,8
6906,2058,6,8
6907,2065,6,8
6908,2062,6,8
6909,2065,6,8
6910,2064,6,8
6911,2064,6,8
6912,2073,6,8
6913,2064,6,8
6914,2058,6,8
6915,2068,6,8
6916,2066,6,8
6917,2061,6,8
6918,2042,6,8
6919,2036,6,8
6920,2039,6,8
6921,2041,6,8
6922,2031,6,8
6923,2054,6,8
6924,2054,6,8
6925,2039,6,8
6926,2039,6,8
6927,2039,6,8
6928,2039,6,8
6929,2034,6,8
6930,2058,6,8
6931,2038,6,8
6932,2036,6,8
6933,2037,6,8
6934,2042,6,8
6935,2037,6,8
6936,2039,6,8
6937,2037,6,8
6938,2037,6,8
6939,2052,11,13
6940,2037,6,8
6941,2041,6,8
6942,2035,6,8
6943,2059,6,8
6944,2037,6,8
6945,2038,6,8
6946,2039,6,8
6947,2039,6,8
6948,2036,6,7
6949,2039,6,8
6950,2074,6,8
6951,2069,6,8
6952,2073,6,8
6953,2062,6,8
6954,2070,6,8
6955,2076,6,8
6956,2061,6,8
6957,2063,6,8
6958,2059,6,8
6959,2064,6,8
6960,2068,6,8
6961,2064,6,8
6962,2064,6,8
6963,2066,6,8
6964,2066,6,8
6965,2065,6,8
6966,2056,5,8
6967,2062,5,7
6968,2065,6,8
6969,2064,6,8
6970,2074,5,7
6971,2069,5,7
6972,2072,6,8
6973,2069,6,7
6974,2070,6,7
6975,2074,5,7
6976,2070,6,8
6977,2068,6,7
6978,2071,5,7
6979,2066,5,7
6980,2071,5,7
6981,2064,6,8
6982,2037,6,8
6983,2034,6,7
6984,2038,5,7
6985,2031,6,8
6986,2027,6,8
6987,2025,5,7
6988,2038,5,7
6989,2031,6,8
6990,2021,6,7
6991,2023,5,7
6992,2033,5,7
6993,2033,6,7
6994,2033,5,7
6995,2034,5,7
6996,2030,5,7
6997,2026,6,7
6998,2029,5,7
6999,2031,5,7
7000,2052,5,7
7001,2030,5,7
7002,2031,5,7
7003,2039,5,7
7004,2030,5,7
7005,2033,5,7
7006,2026,5,7
7007,2034,5,7
7008,2027,5,7
7009,2035,5,7
7010,2041,5,8
7011,2035,5,7
7012,2031,6,7
7013,2034,5,7
7014,2015,6,8
7015,2021,6,7
7016,2024,5,7
7017,2023,5,7
7018,2020,5,7
7019,2023,5,7
7020,2017,5,7
7021,2027,5,7
7022,2022,5,7
7023,2023,5,7
7024,2018,5,7
7025,2021,6,7
7026,2025,5,7
7027,2015,6,8
7028,2023,5,7
7029,2022,5,7
7030,2023,6,7
7031,2020,5,7
7032,2021,5,7
7033,2023,5,7
7034,2027,5,7
7035,2017,6,7
7036,2025,5,7
7037,2023,5,7
7038,2012,5,7
7039,2023,5,7
7040,2015,6,7
7041,2023,5,7
7042,2018,5,7
7043,2018,5,7
7044,2010,5,7
7045,2020,6,7
7046,2064,6,7
7047,2054,5,7
7048,2061,5,7
7049,2064,5,7
7050,2055,5,7
7051,2058,5,7
7052,2062,6,7
7053,2054,5,7
7054,2059,5,7
7055,2058,5,7
7056,2061,5,7
7057,2062,5,7
7058,2060,5,7
7059,2075,5,7
7060,2070,5,7
7061,2058,5,7
7062,2054,5,7
7063,2052,5,7
7064,2067,5,7
7065,2054,6,7
7066,2063,5,7
7067,2054,5,7
7068,2061,5,7
7069,2042,6,9
7070,2062,5,7
7071,2061,5,7
7072,2056,5,7
7073,2068,5,7
7074,2062,5,7
7075,2062,5,7
7076,2056,5,7
7077,2054,5,7
7078,2015,5,7
7079,2020,5,7
7080,2020,5,7
7081,2024,5,7
7082,2023,5,7
7083,2022,5,7
7084,2022,5,7
7085,2018,5,7
7086,2023,5,7
7087,2024,5,7
7088,2027,5,7
7089,2027,5,7
7090,2023,5,7
7091,2027,5,7
7092,2025,5,7
7093,2021,5,7
7094,2027,5,7
7095,2026,5,7
7096,2022,5,7
7097,2019,5,7
7098,2030,5,7
7099,2025,5,6
7100,2019,5,7
7101,2027,5,6
7102,2020,5,6
7103,2020,5,7
7104,2021,5,6
7105,2024,5,7
7106,2015,5,7
7107,2033,5,6
7108,2031,5,7
7109,2023,5,7
7110,2023,5,7
7111,2020,5,6
7112,2026,5,7
7113,2019,5,7
7114,2023,5,6
7115,2025,5,7
7116,2022,5,7
7117,2022,5,7
7118,2021,5,6
7119,2015,5,7
7120,2026,5,6
7121,2021,5,6
7122,2019,5,6
7123,2022,5,6
7124,2021,5,6
7125,2024,5,6
7126,2021,5,6
7127,2028,5,6
7128,2024,5,6
7129,2028,5,6
7130,2031,5,6
7131,2020,5,6
7132,2017,5,6
7133,2015,5,7
7134,2018,5,6
7135,2027,5,6
7136,2015,5,6
7137,2023,5,6
7138,2027,5,6
7139,2012,5,6
7140,2019,5,6
7141,2020,5,6
7142,2002,5,6
7143,2012,5,6
7144,2007,5,6
7145,2017,5,6
7146,2011,5,6
7147,1999,5,6
7148,2009,5,6
7149,2003,5,6
7150,2001,5,6
7151,2009,5,6
7152,2004,5,6
7153,2005,5,6
7154,2013,5,6
7155,2001,5,6
7156,1997,5,6
7157,2007,5,6
7158,2006,5,6
7159,2004,5,6
7160,2003,5,6
7161,2014,5,6
7162,2004,5,6
7163,2007,5,6
7164,2012,5,6
7165,2009,5,6
7166,2003,5,6
7167,2003,2,2
7168,2001,5,6
7169,2015,139,154
7170,2017,5,6
7171,2001,5,6
7172,2010,5,6
7173,2008,5,6
7174,2018,5,6
7175,2012,5,6
7176,2017,5,6
7177,2017,5,6
7178,2020,5,6
7179,2012,5,6
7180,2014,5,6
7181,2020,5,6
7182,2011,5,6
7183,2018,5,6
7184,2012,5,6
7185,2011,5,6
7186,2015,5,6
7187,2010,5,6
7188,2014,5,6
7189,2018,5,6
7190,2022,4,6
7191,2005,5,6
7192,2021,5,6
7193,2021,5,6
7194,2018,5,6
7195,2014,5,6
7196,2017,4,6
7197,2025,5,6
7198,2018,4,6
7199,2018,5,6
7200,2010,5,6
7201,2017,4,6
7202,2013,5,6
7203,2019,5,6
7204,2009,5,6
7205,2011,5,6
7206,2061,4,6
7207,2062,4,6
7208,2066,4,5
7209,2062,4,6
7210,2069,4,5
7211,2066,4,5
7212,2058,4,5
7213,2062,4,5
7214,2056,4,5
7215,2056,4,5
7216,2054,4,5
7217,2064,4,5
7218,2064,4,5
7219,2053,4,5
7220,2058,4,5
7221,2056,4,5
7222,2065,4,5
7223,2053,4,5
7224,2054,4,5
7225,2064,4,5
7226,2063,4,5
7227,2053,4,5
7228,2063,4,5
7229,2061,4,5
7230,2059,4,5
7231,2068,4,5
7232,2059,4,5
7233,2056,4,5
7234,2065,4,5
7235,2065,4,5
7236,2055,4,5
7237,2066,4,5
7238,2031,4,5
7239,2033,4,5
7240,2026,4,5
7241,2021,4,5
7242,2034,4,5
7243,2036,4,5
7244,2027,4,5
7245,2031,4,5
7246,2017,4,5
7247,2026,4,5
7248,2023,4,5
7249,2021,4,5
7250,2020,4,5
7251,2023,4,5
7252,2023,4,5
7253,2031,5,6
7254,2021,4,5
7255,2024,4,5
7256,2029,4,5
7257,2035,4,5
7258,2009,4,5
7259,2039,4,5
7260,2022,4,5
7261,2025,4,5
7262,2019,4,5
7263,2028,4,5
7264,2028,4,5
7265,2032,4,5
7266,2020,4,5
7267,2026,4,5
7268,2023,4,5
7269,2027,4,5
7270,2053,4,5
7271,2054,4,5
7272,2041,4,5
7273,2060,4,5
7274,2062,4,5
7275,2054,4,5
7276,2056,4,5
7277,2039,4,5
7278,2058,4,5
7279,2054,4,5
7280,2062,4,5
